Year,Month,State,Ocean_Region,SST_C,Chlorophyll_mg_m3,SST_anomaly_C,Chlorophyll_anomaly_mg_m3,Season
2010,8,West Bengal,Bay of Bengal,26.31,1.642,0.09,-0.165,Southwest_Monsoon
2010,9,Andaman & Nicobar,Andaman Sea / Bay of Bengal,28.03,0.287,0.29,-0.081,Southwest_Monsoon
2010,9,Andhra Pradesh,Bay of Bengal,26.9,1.148,0.07,0.01,Southwest_Monsoon
2010,9,Daman & Diu,Arabian Sea / Gulf of Khambhat influence,25.93,1.582,0.39,-0.071,Southwest_Monsoon
2010,9,Goa,Arabian Sea,27.31,1.626,0.42,-0.076,Southwest_Monsoon
2010,9,Gujarat,Arabian Sea / Gulf region,25.42,1.677,0.38,-0.034,Southwest_Monsoon
2010,9,Karnataka,Arabian Sea,27.13,1.421,0.54,-0.209,Southwest_Monsoon
2010,9,Kerala,Arabian Sea,27.35,1.813,0.35,-0.073,Southwest_Monsoon
2010,9,Lakshadweep,Arabian Sea / Lakshadweep Sea,27.67,0.392,0.23,-0.004,Southwest_Monsoon
2010,9,Maharashtra,Arabian Sea,26.17,1.646,0.09,-0.15,Southwest_Monsoon
2010,9,Odisha,Bay of Bengal,26.58,1.541,0.27,0.007,Southwest_Monsoon
2010,9,Puducherry,Bay of Bengal,27.63,1.083,0.3,-0.166,Southwest_Monsoon
2010,9,Tamil Nadu,Bay of Bengal,27.46,1.124,0.23,-0.056,Southwest_Monsoon
2010,9,West Bengal,Bay of Bengal,25.77,1.756,0.04,0.095,Southwest_Monsoon
2010,10,Andaman & Nicobar,Andaman Sea / Bay of Bengal,28.49,0.187,0.45,-0.089,Post-monsoon
2010,10,Andhra Pradesh,Bay of Bengal,28.02,0.84,0.58,-0.084,Post-monsoon
2010,10,Daman & Diu,Arabian Sea / Gulf of Khambhat influence,26.61,1.286,0.07,-0.023,Post-monsoon
2010,10,Goa,Arabian Sea,27.67,1.219,0.27,-0.069,Post-monsoon
2010,10,Gujarat,Arabian Sea / Gulf region,26.49,1.311,0.29,-0.112,Post-monsoon
2010,10,Karnataka,Arabian Sea,27.48,1.211,0.26,-0.095,Post-monsoon
2010,10,Kerala,Arabian Sea,28.19,1.368,0.47,-0.132,Post-monsoon
2010,10,Lakshadweep,Arabian Sea / Lakshadweep Sea,27.88,0.254,0.18,-0.059,Post-monsoon
2010,10,Maharashtra,Arabian Sea,27.18,1.278,0.2,-0.069,Post-monsoon
2010,10,Odisha,Bay of Bengal,27.05,1.12,0.08,-0.084,Post-monsoon
2010,10,Puducherry,Bay of Bengal,28.3,0.934,0.32,-0.08,Post-monsoon
2010,10,Tamil Nadu,Bay of Bengal,28.11,0.806,0.3,-0.087,Post-monsoon
2010,10,West Bengal,Bay of Bengal,26.61,1.466,0.05,0.105,Post-monsoon
2010,11,Andaman & Nicobar,Andaman Sea / Bay of Bengal,28.61,0.08,0.39,-0.171,Post-monsoon
2010,11,Andhra Pradesh,Bay of Bengal,27.75,0.702,0.1,-0.07,Post-monsoon
2010,11,Daman & Diu,Arabian Sea / Gulf of Khambhat influence,27.35,0.86,0.2,-0.212,Post-monsoon
2010,11,Goa,Arabian Sea,27.68,0.929,-0.01,-0.098,Post-monsoon
2010,11,Gujarat,Arabian Sea / Gulf region,27.07,0.99,0.44,-0.122,Post-monsoon
2010,11,Karnataka,Arabian Sea,27.97,0.966,0.4,-0.043,Post-monsoon
2010,11,Kerala,Arabian Sea,28.29,0.767,0.53,-0.317,Post-monsoon
2010,11,Lakshadweep,Arabian Sea / Lakshadweep Sea,28.28,0.08,0.44,-0.184,Post-monsoon
2010,11,Maharashtra,Arabian Sea,27.5,0.961,0.22,-0.066,Post-monsoon
2010,11,Odisha,Bay of Bengal,27.27,0.912,0.1,-0.013,Post-monsoon
2010,11,Puducherry,Bay of Bengal,28.35,0.762,0.3,-0.067,Post-monsoon
2010,11,Tamil Nadu,Bay of Bengal,28.45,0.703,0.45,-0.016,Post-monsoon
2010,11,West Bengal,Bay of Bengal,26.84,1.04,-0.15,-0.012,Post-monsoon
2010,12,Andaman & Nicobar,Andaman Sea / Bay of Bengal,28.18,0.08,0.47,-0.104,Winter
2010,12,Andhra Pradesh,Bay of Bengal,26.78,0.771,0.03,0.054,Winter
2010,12,Daman & Diu,Arabian Sea / Gulf of Khambhat influence,25.85,0.853,0.48,-0.208,Winter
2010,12,Goa,Arabian Sea,26.97,1.045,0.22,0.014,Winter
2010,12,Gujarat,Arabian Sea / Gulf region,25.1,0.946,0.31,-0.103,Winter
2010,12,Karnataka,Arabian Sea,26.86,0.881,0.27,-0.043,Winter
2010,12,Kerala,Arabian Sea,27.3,0.992,0.24,-0.084,Winter
2010,12,Lakshadweep,Arabian Sea / Lakshadweep Sea,27.27,0.24,-0.07,-0.018,Winter
2010,12,Maharashtra,Arabian Sea,26.29,0.983,0.18,-0.032,Winter
2010,12,Odisha,Bay of Bengal,26.25,0.823,0.07,-0.086,Winter
2010,12,Puducherry,Bay of Bengal,27.71,0.686,0.46,-0.047,Winter
2010,12,Tamil Nadu,Bay of Bengal,27.07,0.783,-0.06,0.031,Winter
2010,12,West Bengal,Bay of Bengal,25.93,0.926,0.15,-0.053,Winter
2011,1,Andaman & Nicobar,Andaman Sea / Bay of Bengal,27.35,0.308,-0.12,0.061,Winter
2011,1,Andhra Pradesh,Bay of Bengal,26.34,0.763,0.06,0.042,Winter
2011,1,Daman & Diu,Arabian Sea / Gulf of Khambhat influence,24.15,1.125,-0.2,0.122,Winter
2011,1,Goa,Arabian Sea,25.84,0.767,-0.37,-0.138,Winter
2011,1,Gujarat,Arabian Sea / Gulf region,23.51,1.167,-0.42,0.088,Winter
2011,1,Karnataka,Arabian Sea,25.63,0.906,-0.41,0.05,Winter
2011,1,Kerala,Arabian Sea,26.16,0.869,-0.32,-0.131,Winter
2011,1,Lakshadweep,Arabian Sea / Lakshadweep Sea,26.53,0.377,-0.51,0.153,Winter
2011,1,Maharashtra,Arabian Sea,25.03,1.075,-0.25,0.142,Winter
2011,1,Odisha,Bay of Bengal,25.57,0.891,0.06,0.051,Winter
2011,1,Puducherry,Bay of Bengal,26.75,0.872,-0.12,0.12,Winter
2011,1,Tamil Nadu,Bay of Bengal,26.35,0.705,-0.32,0.047,Winter
2011,1,West Bengal,Bay of Bengal,24.84,1.105,-0.21,0.127,Winter
2011,2,Andaman & Nicobar,Andaman Sea / Bay of Bengal,27.62,0.409,-0.26,0.15,Winter
2011,2,Andhra Pradesh,Bay of Bengal,26.46,0.813,-0.49,0.14,Winter
2011,2,Daman & Diu,Arabian Sea / Gulf of Khambhat influence,25.31,0.976,-0.42,0.008,Winter
2011,2,Goa,Arabian Sea,26.47,1.025,-0.56,0.09,Winter
2011,2,Gujarat,Arabian Sea / Gulf region,25.04,1.067,-0.16,0.03,Winter
2011,2,Karnataka,Arabian Sea,26.78,0.962,0.04,0.051,Winter
2011,2,Kerala,Arabian Sea,27.22,1.005,-0.01,0.023,Winter
2011,2,Lakshadweep,Arabian Sea / Lakshadweep Sea,27.31,0.267,-0.22,0.014,Winter
2011,2,Maharashtra,Arabian Sea,26.09,1.013,-0.26,0.023,Winter
2011,2,Odisha,Bay of Bengal,26.23,0.909,-0.21,0.016,Winter
2011,2,Puducherry,Bay of Bengal,27.23,0.773,-0.24,0.132,Winter
2011,2,Tamil Nadu,Bay of Bengal,27.42,0.806,0.16,0.136,Winter
2011,2,West Bengal,Bay of Bengal,25.68,0.95,-0.23,0.012,Winter
2011,3,Andaman & Nicobar,Andaman Sea / Bay of Bengal,28.65,0.235,0.14,0.018,Pre-monsoon
2011,3,Andhra Pradesh,Bay of Bengal,27.73,0.584,-0.45,-0.11,Pre-monsoon
2011,3,Daman & Diu,Arabian Sea / Gulf of Khambhat influence,27.71,0.986,-0.3,0.062,Pre-monsoon
2011,3,Goa,Arabian Sea,27.93,1.03,-0.23,0.042,Pre-monsoon
2011,3,Gujarat,Arabian Sea / Gulf region,27.42,1.11,-0.37,0.1,Pre-monsoon
2011,3,Karnataka,Arabian Sea,27.76,1.027,-0.21,0.141,Pre-monsoon
2011,3,Kerala,Arabian Sea,28.2,0.973,-0.04,-0.057,Pre-monsoon
2011,3,Lakshadweep,Arabian Sea / Lakshadweep Sea,27.82,0.257,-0.3,0.073,Pre-monsoon
2011,3,Maharashtra,Arabian Sea,27.8,0.987,-0.21,0.044,Pre-monsoon
2011,3,Odisha,Bay of Bengal,27.8,0.985,-0.08,0.151,Pre-monsoon
2011,3,Puducherry,Bay of Bengal,28.33,0.945,-0.26,0.178,Pre-monsoon
2011,3,Tamil Nadu,Bay of Bengal,28.25,0.545,-0.22,-0.139,Pre-monsoon
2011,3,West Bengal,Bay of Bengal,27.41,1.0,-0.3,0.081,Pre-monsoon
2011,4,Andaman & Nicobar,Andaman Sea / Bay of Bengal,29.24,0.356,-0.06,0.119,Pre-monsoon
2011,4,Andhra Pradesh,Bay of Bengal,29.33,0.607,-0.23,-0.052,Pre-monsoon
2011,4,Daman & Diu,Arabian Sea / Gulf of Khambhat influence,30.33,0.867,-0.23,-0.032,Pre-monsoon
2011,4,Goa,Arabian Sea,29.04,1.044,-0.56,0.08,Pre-monsoon
2011,4,Gujarat,Arabian Sea / Gulf region,29.87,1.022,-0.7,0.099,Pre-monsoon
2011,4,Karnataka,Arabian Sea,29.56,0.993,0.01,0.092,Pre-monsoon
2011,4,Kerala,Arabian Sea,29.37,1.089,-0.32,0.05,Pre-monsoon
2011,4,Lakshadweep,Arabian Sea / Lakshadweep Sea,28.66,0.332,-0.29,0.146,Pre-monsoon
2011,4,Maharashtra,Arabian Sea,29.72,0.92,-0.18,-0.03,Pre-monsoon
2011,4,Odisha,Bay of Bengal,29.54,0.792,-0.23,0.006,Pre-monsoon
2011,4,Puducherry,Bay of Bengal,29.64,0.838,-0.28,0.086,Pre-monsoon
2011,4,Tamil Nadu,Bay of Bengal,29.72,0.6,-0.05,0.011,Pre-monsoon
2011,4,West Bengal,Bay of Bengal,29.28,0.946,-0.43,0.035,Pre-monsoon
2011,5,Andaman & Nicobar,Andaman Sea / Bay of Bengal,29.07,0.432,-0.48,0.197,Pre-monsoon
2011,5,Andhra Pradesh,Bay of Bengal,29.96,0.604,-0.44,-0.188,Pre-monsoon
2011,5,Daman & Diu,Arabian Sea / Gulf of Khambhat influence,31.99,1.115,0.04,0.05,Pre-monsoon
2011,5,Goa,Arabian Sea,30.04,1.3,-0.43,0.137,Pre-monsoon
2011,5,Gujarat,Arabian Sea / Gulf region,31.91,1.045,-0.21,0.014,Pre-monsoon
2011,5,Karnataka,Arabian Sea,30.38,1.119,-0.11,0.036,Pre-monsoon
2011,5,Kerala,Arabian Sea,30.18,1.165,-0.1,-0.133,Pre-monsoon
2011,5,Lakshadweep,Arabian Sea / Lakshadweep Sea,29.27,0.238,-0.33,0.06,Pre-monsoon
2011,5,Maharashtra,Arabian Sea,30.48,1.412,-0.54,0.212,Pre-monsoon
2011,5,Odisha,Bay of Bengal,30.38,1.036,-0.27,0.083,Pre-monsoon
2011,5,Puducherry,Bay of Bengal,30.46,0.95,-0.11,0.115,Pre-monsoon
2011,5,Tamil Nadu,Bay of Bengal,30.28,0.904,-0.31,0.12,Pre-monsoon
2011,5,West Bengal,Bay of Bengal,30.61,1.16,-0.06,0.041,Pre-monsoon
2011,6,Andaman & Nicobar,Andaman Sea / Bay of Bengal,28.75,0.412,-0.41,0.041,Southwest_Monsoon
2011,6,Andhra Pradesh,Bay of Bengal,29.0,0.983,-0.43,0.01,Southwest_Monsoon
2011,6,Daman & Diu,Arabian Sea / Gulf of Khambhat influence,30.2,1.446,-0.29,0.107,Southwest_Monsoon
2011,6,Goa,Arabian Sea,29.02,1.616,-0.58,0.095,Southwest_Monsoon
2011,6,Gujarat,Arabian Sea / Gulf region,30.13,1.455,-0.38,0.091,Southwest_Monsoon
2011,6,Karnataka,Arabian Sea,29.07,1.57,-0.44,0.136,Southwest_Monsoon
2011,6,Kerala,Arabian Sea,29.14,1.605,-0.36,-0.111,Southwest_Monsoon
2011,6,Lakshadweep,Arabian Sea / Lakshadweep Sea,28.83,0.198,-0.27,-0.04,Southwest_Monsoon
2011,6,Maharashtra,Arabian Sea,29.3,1.635,-0.47,0.079,Southwest_Monsoon
2011,6,Odisha,Bay of Bengal,29.46,1.387,-0.13,0.079,Southwest_Monsoon
2011,6,Puducherry,Bay of Bengal,29.47,1.236,-0.36,0.091,Southwest_Monsoon
2011,6,Tamil Nadu,Bay of Bengal,29.26,1.015,-0.52,-0.006,Southwest_Monsoon
2011,6,West Bengal,Bay of Bengal,29.14,1.515,-0.39,0.061,Southwest_Monsoon
2011,7,Andaman & Nicobar,Andaman Sea / Bay of Bengal,28.41,0.503,-0.0,0.1,Southwest_Monsoon
2011,7,Andhra Pradesh,Bay of Bengal,27.84,1.231,-0.23,0.069,Southwest_Monsoon
2011,7,Daman & Diu,Arabian Sea / Gulf of Khambhat influence,27.55,1.791,-0.09,0.057,Southwest_Monsoon
2011,7,Goa,Arabian Sea,27.68,1.793,-0.44,0.101,Southwest_Monsoon
2011,7,Gujarat,Arabian Sea / Gulf region,26.98,1.686,-0.43,-0.035,Southwest_Monsoon
2011,7,Karnataka,Arabian Sea,27.19,1.899,-0.71,0.171,Southwest_Monsoon
2011,7,Kerala,Arabian Sea,27.76,1.919,-0.3,-0.056,Southwest_Monsoon
2011,7,Lakshadweep,Arabian Sea / Lakshadweep Sea,27.87,0.43,-0.22,0.058,Southwest_Monsoon
2011,7,Maharashtra,Arabian Sea,27.2,1.871,-0.59,0.039,Southwest_Monsoon
2011,7,Odisha,Bay of Bengal,27.34,1.526,-0.29,-0.022,Southwest_Monsoon
2011,7,Puducherry,Bay of Bengal,28.32,1.305,-0.19,0.058,Southwest_Monsoon
2011,7,Tamil Nadu,Bay of Bengal,28.09,1.319,-0.16,0.111,Southwest_Monsoon
2011,7,West Bengal,Bay of Bengal,26.86,1.864,-0.63,0.072,Southwest_Monsoon
2011,8,Andaman & Nicobar,Andaman Sea / Bay of Bengal,27.85,0.561,-0.15,0.119,Southwest_Monsoon
2011,8,Andhra Pradesh,Bay of Bengal,27.14,1.206,0.06,-0.055,Southwest_Monsoon
2011,8,Daman & Diu,Arabian Sea / Gulf of Khambhat influence,26.0,1.963,-0.1,0.062,Southwest_Monsoon
2011,8,Goa,Arabian Sea,26.86,1.859,-0.24,0.001,Southwest_Monsoon
2011,8,Gujarat,Arabian Sea / Gulf region,25.25,1.9,-0.32,0.06,Southwest_Monsoon
2011,8,Karnataka,Arabian Sea,26.61,1.891,-0.43,0.119,Southwest_Monsoon
2011,8,Kerala,Arabian Sea,27.0,2.061,-0.32,0.01,Southwest_Monsoon
2011,8,Lakshadweep,Arabian Sea / Lakshadweep Sea,27.36,0.429,-0.17,0.027,Southwest_Monsoon
2011,8,Maharashtra,Arabian Sea,26.67,1.901,-0.07,-0.025,Southwest_Monsoon
2011,8,Odisha,Bay of Bengal,26.48,1.773,-0.27,0.178,Southwest_Monsoon
2011,8,Puducherry,Bay of Bengal,27.39,1.392,-0.16,0.055,Southwest_Monsoon
2011,8,Tamil Nadu,Bay of Bengal,27.44,1.185,-0.07,-0.023,Southwest_Monsoon
2011,8,West Bengal,Bay of Bengal,25.95,2.013,-0.27,0.206,Southwest_Monsoon
2011,9,Andaman & Nicobar,Andaman Sea / Bay of Bengal,27.66,0.521,-0.08,0.153,Southwest_Monsoon
2011,9,Andhra Pradesh,Bay of Bengal,26.64,1.28,-0.19,0.142,Southwest_Monsoon
2011,9,Daman & Diu,Arabian Sea / Gulf of Khambhat influence,25.36,1.692,-0.18,0.039,Southwest_Monsoon
2011,9,Goa,Arabian Sea,26.29,1.792,-0.6,0.09,Southwest_Monsoon
2011,9,Gujarat,Arabian Sea / Gulf region,24.37,1.865,-0.67,0.154,Southwest_Monsoon
2011,9,Karnataka,Arabian Sea,26.33,1.729,-0.27,0.099,Southwest_Monsoon
2011,9,Kerala,Arabian Sea,26.63,1.909,-0.38,0.023,Southwest_Monsoon
2011,9,Lakshadweep,Arabian Sea / Lakshadweep Sea,27.09,0.495,-0.35,0.099,Southwest_Monsoon
2011,9,Maharashtra,Arabian Sea,25.45,1.971,-0.63,0.175,Southwest_Monsoon
2011,9,Odisha,Bay of Bengal,25.79,1.698,-0.52,0.164,Southwest_Monsoon
2011,9,Puducherry,Bay of Bengal,27.23,1.403,-0.1,0.154,Southwest_Monsoon
2011,9,Tamil Nadu,Bay of Bengal,27.04,1.291,-0.19,0.111,Southwest_Monsoon
2011,9,West Bengal,Bay of Bengal,25.43,1.712,-0.3,0.051,Southwest_Monsoon
2011,10,Andaman & Nicobar,Andaman Sea / Bay of Bengal,28.04,0.448,-0.0,0.172,Post-monsoon
2011,10,Andhra Pradesh,Bay of Bengal,27.1,1.057,-0.34,0.133,Post-monsoon
2011,10,Daman & Diu,Arabian Sea / Gulf of Khambhat influence,26.38,1.296,-0.16,-0.013,Post-monsoon
2011,10,Goa,Arabian Sea,27.09,1.281,-0.31,-0.007,Post-monsoon
2011,10,Gujarat,Arabian Sea / Gulf region,25.79,1.576,-0.41,0.153,Post-monsoon
2011,10,Karnataka,Arabian Sea,27.12,1.316,-0.1,0.01,Post-monsoon
2011,10,Kerala,Arabian Sea,27.42,1.449,-0.3,-0.051,Post-monsoon
2011,10,Lakshadweep,Arabian Sea / Lakshadweep Sea,27.47,0.367,-0.23,0.054,Post-monsoon
2011,10,Maharashtra,Arabian Sea,26.66,1.451,-0.32,0.104,Post-monsoon
2011,10,Odisha,Bay of Bengal,26.94,1.204,-0.03,0.0,Post-monsoon
2011,10,Puducherry,Bay of Bengal,28.08,0.973,0.1,-0.041,Post-monsoon
2011,10,Tamil Nadu,Bay of Bengal,27.48,0.851,-0.33,-0.042,Post-monsoon
2011,10,West Bengal,Bay of Bengal,26.46,1.259,-0.1,-0.102,Post-monsoon
2011,11,Andaman & Nicobar,Andaman Sea / Bay of Bengal,27.93,0.431,-0.29,0.18,Post-monsoon
2011,11,Andhra Pradesh,Bay of Bengal,27.57,0.774,-0.08,0.002,Post-monsoon
2011,11,Daman & Diu,Arabian Sea / Gulf of Khambhat influence,26.64,1.109,-0.51,0.037,Post-monsoon
2011,11,Goa,Arabian Sea,27.26,1.256,-0.43,0.229,Post-monsoon
2011,11,Gujarat,Arabian Sea / Gulf region,26.23,1.22,-0.4,0.108,Post-monsoon
2011,11,Karnataka,Arabian Sea,27.08,0.946,-0.49,-0.063,Post-monsoon
2011,11,Kerala,Arabian Sea,27.36,1.065,-0.4,-0.019,Post-monsoon
2011,11,Lakshadweep,Arabian Sea / Lakshadweep Sea,27.31,0.303,-0.53,0.039,Post-monsoon
2011,11,Maharashtra,Arabian Sea,26.72,1.203,-0.56,0.176,Post-monsoon
2011,11,Odisha,Bay of Bengal,27.01,0.943,-0.16,0.018,Post-monsoon
2011,11,Puducherry,Bay of Bengal,27.81,0.88,-0.24,0.051,Post-monsoon
2011,11,Tamil Nadu,Bay of Bengal,27.5,0.692,-0.5,-0.027,Post-monsoon
2011,11,West Bengal,Bay of Bengal,26.62,1.172,-0.37,0.12,Post-monsoon
2011,12,Andaman & Nicobar,Andaman Sea / Bay of Bengal,27.48,0.216,-0.23,0.032,Winter
2011,12,Andhra Pradesh,Bay of Bengal,26.51,0.563,-0.24,-0.154,Winter
2011,12,Daman & Diu,Arabian Sea / Gulf of Khambhat influence,25.01,1.1,-0.36,0.039,Winter
2011,12,Goa,Arabian Sea,26.3,1.188,-0.45,0.157,Winter
2011,12,Gujarat,Arabian Sea / Gulf region,24.24,1.171,-0.55,0.122,Winter
2011,12,Karnataka,Arabian Sea,26.1,0.992,-0.49,0.068,Winter
2011,12,Kerala,Arabian Sea,26.85,0.944,-0.21,-0.132,Winter
2011,12,Lakshadweep,Arabian Sea / Lakshadweep Sea,27.21,0.285,-0.13,0.027,Winter
2011,12,Maharashtra,Arabian Sea,25.83,1.024,-0.28,0.009,Winter
2011,12,Odisha,Bay of Bengal,26.05,1.08,-0.13,0.171,Winter
2011,12,Puducherry,Bay of Bengal,27.17,0.829,-0.08,0.096,Winter
2011,12,Tamil Nadu,Bay of Bengal,26.78,0.771,-0.35,0.019,Winter
2011,12,West Bengal,Bay of Bengal,25.62,1.033,-0.16,0.054,Winter
2012,1,Andaman & Nicobar,Andaman Sea / Bay of Bengal,27.2,0.297,-0.27,0.05,Winter
2012,1,Andhra Pradesh,Bay of Bengal,25.98,0.709,-0.3,-0.012,Winter
2012,1,Daman & Diu,Arabian Sea / Gulf of Khambhat influence,24.27,1.025,-0.07,0.022,Winter
2012,1,Goa,Arabian Sea,26.0,1.104,-0.21,0.199,Winter
2012,1,Gujarat,Arabian Sea / Gulf region,23.57,1.177,-0.36,0.098,Winter
2012,1,Karnataka,Arabian Sea,26.05,0.87,0.01,0.014,Winter
2012,1,Kerala,Arabian Sea,26.53,0.994,0.05,-0.006,Winter
2012,1,Lakshadweep,Arabian Sea / Lakshadweep Sea,26.72,0.239,-0.32,0.015,Winter
2012,1,Maharashtra,Arabian Sea,25.03,1.066,-0.25,0.133,Winter
2012,1,Odisha,Bay of Bengal,25.38,0.947,-0.13,0.107,Winter
2012,1,Puducherry,Bay of Bengal,26.54,0.797,-0.33,0.045,Winter
2012,1,Tamil Nadu,Bay of Bengal,26.46,0.622,-0.21,-0.036,Winter
2012,1,West Bengal,Bay of Bengal,24.87,1.031,-0.18,0.053,Winter
2012,2,Andaman & Nicobar,Andaman Sea / Bay of Bengal,27.67,0.218,-0.21,-0.041,Winter
2012,2,Andhra Pradesh,Bay of Bengal,26.85,0.737,-0.1,0.064,Winter
2012,2,Daman & Diu,Arabian Sea / Gulf of Khambhat influence,25.45,1.155,-0.28,0.187,Winter
2012,2,Goa,Arabian Sea,26.96,1.047,-0.07,0.112,Winter
2012,2,Gujarat,Arabian Sea / Gulf region,24.84,1.106,-0.36,0.069,Winter
2012,2,Karnataka,Arabian Sea,26.56,1.187,-0.18,0.277,Winter
2012,2,Kerala,Arabian Sea,26.98,1.071,-0.25,0.089,Winter
2012,2,Lakshadweep,Arabian Sea / Lakshadweep Sea,27.05,0.293,-0.48,0.039,Winter
2012,2,Maharashtra,Arabian Sea,25.86,1.166,-0.49,0.176,Winter
2012,2,Odisha,Bay of Bengal,26.5,1.096,0.06,0.203,Winter
2012,2,Puducherry,Bay of Bengal,27.13,0.772,-0.34,0.131,Winter
2012,2,Tamil Nadu,Bay of Bengal,27.0,0.731,-0.26,0.061,Winter
2012,2,West Bengal,Bay of Bengal,25.71,0.898,-0.2,-0.04,Winter
2012,3,Andaman & Nicobar,Andaman Sea / Bay of Bengal,28.45,0.358,-0.06,0.141,Pre-monsoon
2012,3,Andhra Pradesh,Bay of Bengal,28.07,0.71,-0.11,0.016,Pre-monsoon
2012,3,Daman & Diu,Arabian Sea / Gulf of Khambhat influence,27.94,0.886,-0.07,-0.038,Pre-monsoon
2012,3,Goa,Arabian Sea,28.05,1.101,-0.11,0.113,Pre-monsoon
2012,3,Gujarat,Arabian Sea / Gulf region,27.62,0.995,-0.17,-0.015,Pre-monsoon
2012,3,Karnataka,Arabian Sea,27.75,0.99,-0.22,0.104,Pre-monsoon
2012,3,Kerala,Arabian Sea,28.15,1.102,-0.09,0.072,Pre-monsoon
2012,3,Lakshadweep,Arabian Sea / Lakshadweep Sea,27.98,0.222,-0.14,0.038,Pre-monsoon
2012,3,Maharashtra,Arabian Sea,27.7,1.023,-0.31,0.08,Pre-monsoon
2012,3,Odisha,Bay of Bengal,27.37,0.898,-0.51,0.064,Pre-monsoon
2012,3,Puducherry,Bay of Bengal,28.18,0.799,-0.41,0.032,Pre-monsoon
2012,3,Tamil Nadu,Bay of Bengal,28.48,0.81,0.01,0.126,Pre-monsoon
2012,3,West Bengal,Bay of Bengal,27.79,0.839,0.08,-0.08,Pre-monsoon
2012,4,Andaman & Nicobar,Andaman Sea / Bay of Bengal,29.15,0.229,-0.15,-0.008,Pre-monsoon
2012,4,Andhra Pradesh,Bay of Bengal,29.45,0.686,-0.11,0.027,Pre-monsoon
2012,4,Daman & Diu,Arabian Sea / Gulf of Khambhat influence,30.61,0.978,0.05,0.079,Pre-monsoon
2012,4,Goa,Arabian Sea,29.62,1.176,0.02,0.212,Pre-monsoon
2012,4,Gujarat,Arabian Sea / Gulf region,30.51,0.935,-0.06,0.012,Pre-monsoon
2012,4,Karnataka,Arabian Sea,29.21,1.068,-0.34,0.167,Pre-monsoon
2012,4,Kerala,Arabian Sea,29.68,1.159,-0.01,0.12,Pre-monsoon
2012,4,Lakshadweep,Arabian Sea / Lakshadweep Sea,28.75,0.213,-0.2,0.027,Pre-monsoon
2012,4,Maharashtra,Arabian Sea,29.57,1.089,-0.32,0.139,Pre-monsoon
2012,4,Odisha,Bay of Bengal,29.48,1.005,-0.29,0.219,Pre-monsoon
2012,4,Puducherry,Bay of Bengal,29.83,0.838,-0.09,0.086,Pre-monsoon
2012,4,Tamil Nadu,Bay of Bengal,29.42,0.569,-0.35,-0.02,Pre-monsoon
2012,4,West Bengal,Bay of Bengal,29.58,0.942,-0.13,0.031,Pre-monsoon
2012,5,Andaman & Nicobar,Andaman Sea / Bay of Bengal,29.41,0.299,-0.14,0.064,Pre-monsoon
2012,5,Andhra Pradesh,Bay of Bengal,29.96,0.843,-0.44,0.051,Pre-monsoon
2012,5,Daman & Diu,Arabian Sea / Gulf of Khambhat influence,31.86,1.191,-0.09,0.127,Pre-monsoon
2012,5,Goa,Arabian Sea,30.21,1.337,-0.26,0.174,Pre-monsoon
2012,5,Gujarat,Arabian Sea / Gulf region,31.77,0.944,-0.35,-0.087,Pre-monsoon
2012,5,Karnataka,Arabian Sea,30.36,1.119,-0.13,0.036,Pre-monsoon
2012,5,Kerala,Arabian Sea,30.12,1.42,-0.16,0.121,Pre-monsoon
2012,5,Lakshadweep,Arabian Sea / Lakshadweep Sea,29.43,0.188,-0.17,0.011,Pre-monsoon
2012,5,Maharashtra,Arabian Sea,30.65,1.269,-0.37,0.068,Pre-monsoon
2012,5,Odisha,Bay of Bengal,30.49,1.103,-0.16,0.15,Pre-monsoon
2012,5,Puducherry,Bay of Bengal,30.56,0.786,-0.02,-0.049,Pre-monsoon
2012,5,Tamil Nadu,Bay of Bengal,30.5,0.808,-0.09,0.024,Pre-monsoon
2012,5,West Bengal,Bay of Bengal,30.82,1.059,0.15,-0.06,Pre-monsoon
2012,6,Andaman & Nicobar,Andaman Sea / Bay of Bengal,29.04,0.426,-0.12,0.055,Southwest_Monsoon
2012,6,Andhra Pradesh,Bay of Bengal,29.33,0.925,-0.11,-0.048,Southwest_Monsoon
2012,6,Daman & Diu,Arabian Sea / Gulf of Khambhat influence,30.24,1.442,-0.25,0.103,Southwest_Monsoon
2012,6,Goa,Arabian Sea,29.61,1.512,0.01,-0.009,Southwest_Monsoon
2012,6,Gujarat,Arabian Sea / Gulf region,30.37,1.372,-0.14,0.008,Southwest_Monsoon
2012,6,Karnataka,Arabian Sea,29.34,1.469,-0.17,0.035,Southwest_Monsoon
2012,6,Kerala,Arabian Sea,29.22,1.627,-0.28,-0.089,Southwest_Monsoon
2012,6,Lakshadweep,Arabian Sea / Lakshadweep Sea,28.94,0.42,-0.16,0.182,Southwest_Monsoon
2012,6,Maharashtra,Arabian Sea,29.69,1.762,-0.08,0.206,Southwest_Monsoon
2012,6,Odisha,Bay of Bengal,29.46,1.328,-0.13,0.02,Southwest_Monsoon
2012,6,Puducherry,Bay of Bengal,29.58,1.167,-0.25,0.022,Southwest_Monsoon
2012,6,Tamil Nadu,Bay of Bengal,29.86,1.134,0.08,0.113,Southwest_Monsoon
2012,6,West Bengal,Bay of Bengal,29.45,1.504,-0.08,0.05,Southwest_Monsoon
